移動支援,,,,,,,,,,,
事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：身体,主たる対象者：知的,主たる対象者：精神,主たる対象者：障がい児,指定日
2760802070,Ｎヘルパーステーション東住吉,06-6629-8089,06-7632-2061,546-0033,大阪市東住吉区南田辺三丁目１８番２０号　サザンウインド３号室,株式会社Ｎ,○,○,○,,2024/08/01
2760800405,ニチイケアセンター東住吉,06-4399-3136,06-4399-3138,546-0033,大阪市東住吉区南田辺１－９－２３　,株式会社ニチイ学館,○,○,○,○,2009/04/01
2760800728,訪問介護　みらい,06-6654-5026,06-6654-5027,546-0033,大阪市東住吉区南田辺五丁目２８番３７号　 ,合同会社　未来,○,○,○,○,2014/03/01
2760800264,ケアセンター　ステラ,06-6624-5845,06-6624-5846,546-0033,大阪市東住吉区南田辺一丁目９番４３号　２階,有限会社ステラ,○,○,○,○,2008/09/01
2760801247,有限会社りんごの木,06-6605-1331,06-6605-1330,546-0033,大阪市東住吉区南田辺三丁目１９番１６号　 ,有限会社りんごの木,○,○,○,○,2019/04/01
2760800520,オシテルヤヘルパーステーション,06-6608-0078,06-6615-9968,546-0033,大阪市東住吉区南田辺５丁目１１番１号　松榮ビル２階,特定非営利活動法人長居公園元気ネット,○,○,○,○,2011/07/01
2760800488,ゆいまーる,06-6699-8118,06-6609-3577,546-0035,大阪市東住吉区山坂五丁目１６番２７号　 ,社会福祉法人　ユイ,○,○,○,○,2010/05/01
2760800850,大阪発達総合療育センター　ヘルパーステーション　めぐみ,06-7506-9223,06-6699-8856,546-0035,大阪市東住吉区山坂五丁目９番１６号　 ,社会福祉法人　愛徳福祉会,○,,,○,2015/03/01
2760800439,ＳＡＫＵＲＡサポートサービス,06-6696-9377,06-6616-7710,546-0035,大阪市東住吉区山坂４丁目５番２号Ｂ　,株式会社ＳＡＫＵＲＡ,○,○,○,○,2009/09/01
2762300255,白うさぎ,06-6690-5777,06-6690-5888,546-0035,大阪市東住吉区山坂四丁目２番３号　山坂ビル１階東部分,有限会社　ハイエスト,○,○,○,○,2008/10/01
2760800231,介護ステーションふるさわ,06-6629-7607,06-6629-7627,546-0035,大阪市東住吉区山坂三丁目６番１７号　 ,有限会社ふるさわ,○,○,○,○,2008/09/01
2760801635,ルアナケアセンター桃ヶ池,06-6622-7771,06-6622-7773,546-0035,大阪市東住吉区山坂一丁目１０番１７号　 ,アカツキ株式会社,○,○,○,○,2021/02/01
2760800561,たのしあ介護サービス,06-6714-8002,06-6714-8003,546-0041,大阪市東住吉区桑津１丁目１２番２７号　,株式会社　ｔａｎｏｓｉａ,○,○,○,○,2011/12/01
2760800413,訪問介護事業所はびっと,06-6719-7277,06-6719-7277,546-0041,大阪市東住吉区桑津五丁目１８番１５号　 ,合同会社　はびっと,○,○,○,○,2009/05/01
2760801197,ラベンダー介護ステーション,06-6777-7863,06-6777-7893,546-0041,大阪市東住吉区桑津三丁目２番１０号　 ,株式会社Ｍ＆Ｓコーポレーション,○,○,○,,2018/10/01
2760801346,Ｂｕｌｂｏ訪問介護サービス,06-6714-3334,06-6714-3334,546-0041,大阪市東住吉区桑津五丁目４番２１号　２階,株式会社Ｋラックホーム,○,○,○,○,2020/02/01
2760801965,訪問介護みつばち,06-6777-5377,06-4305-7255,546-0041,大阪市東住吉区桑津一丁目１３番２２号　朝日プラザ桑津第２ー１０６号,株式会社ゆいせい,○,○,○,○,2023/10/01
2760801221,どりーむず,06-6718-4070,06-6718-4177,546-0041,大阪市東住吉区桑津五丁目９番２０号　 ,ＮＰＯ法人笑夢咲,○,○,○,○,2019/03/01
2760800355,エルケア株式会社エルケア大阪東住吉ケアセンター,06-6769-5035,06-6769-5036,546-0042,大阪市東住吉区西今川二丁目１６番６号　西今川メゾングレイン,エルケア　株式会社,○,○,○,○,2008/09/01
2760800215,アイネット介護サービス,06-6799-9005,06-6799-9006,546-0042,大阪市東住吉区西今川二丁目１０番１１号　 ,有限会社　中井介護支援事務所,○,○,○,○,2008/09/01
2760801148,有限会社あおぞらⅠ,06-6702-1938,06-6702-1932,546-0042,大阪市東住吉区西今川四丁目９番２号　 ,有限会社あおぞら,○,○,○,○,2018/06/01
2760801361,居宅介護事業所わらび,06-6901-3927,06-6901-3930,546-0042,大阪市東住吉区西今川一丁目９番２５号　 ,株式会社ＺＯＺＯＭＵ,○,○,○,○,2020/03/01
2760801650,介護事業所あおぞらＡ２,06-4302-3937,06-4302-3938,546-0042,大阪市東住吉区西今川四丁目７番６号　（ハイツ駒川１Ｆ）,合同会社あおぞらＡ２,○,○,○,○,2021/05/01
2760801973,合同会社ウィッシュケアサービス,06-6708-2652,06-6708-2652,546-0042,大阪市東住吉区西今川三丁目７番１０号　 ,合同会社　ウィッシュケアサービス,○,○,○,○,2023/11/01
2760800447,エルケア株式会社エルケア駒川ケアセンター,06-6606-1160,06-6606-1161,546-0043,大阪市東住吉区駒川４－１３－７　,エルケア　株式会社,○,○,○,○,2010/01/01
2760800579,ヒューマンサポート凛,06-4703-3220,06-4703-3221,546-0043,大阪市東住吉区駒川四丁目１３番７－１０６号　 ,株式会社ヒューマンサポート凛,○,○,○,○,2011/12/01
2760800348,かもめ介護サービス,06-4399-8700,06-4399-8701,546-0043,大阪市東住吉区駒川三丁目２７番１９号　ヴォーンハイム２０１号,合資会社　かもめ介護サービス,○,○,○,○,2008/09/01
2760800207,こまがわ介護センター,06-6623-0423,06-6623-0428,546-0043,大阪市東住吉区駒川三丁目３０番４号　,有限会社　こまがわ介護センター,○,○,○,○,2008/09/01
2760800892,陽なたぼっこ,06-6629-6388,06-6629-6355,546-0043,大阪市東住吉区駒川三丁目２７－１　ビロウズＫＯＭＡＧＡＷＡ　ＰＡＲＴー１　１０１号室,株式会社リカバリーサポート,○,○,○,○,2015/06/01
2760801114,ケアセンターみらい・ｅ,06-4305-7584,06-6710-4895,546-0043,大阪市東住吉区駒川四丁目１番８号　Ｍ’ｓ駒川松岡ビル６０３,株式会社未来ステージ,○,○,○,○,2018/04/01
2760801585,グッドケアチーム,06-6692-3822,06-6692-3822,546-0043,大阪市東住吉区駒川三丁目２８番７号　Ｋ＆Ｍビル２階,株式会社サスティナブルライフ,○,○,○,○,2020/04/01
2760801916,ルーツケアサービス,06-6105-3427,06-6105-3428,546-0043,大阪市東住吉区駒川一丁目２１番１４－２０５号　 ,ジール合同会社,○,○,○,○,2023/06/01
2760801932,ヘルパーステーションおおきに,06-6697-8777,06-6697-8778,546-0043,大阪市東住吉区駒川五丁目１８番３号　アーカス駒川１Ｅ,合同会社ＳＯＡＴＡ,○,○,○,○,2023/07/01
2760802211,ピース東住吉店,06-6795-4034,06-6795-4034,546-0043,大阪市東住吉区駒川一丁目９番１９号　Ｒ－ｓｔａｙ　ｒｏｏｍｐｌａｎｎｉｎｇ　ｂｌｄｇ．２０２号室,株式会社Ｐｉｅｃｅ,○,○,○,○,2026/01/01
2760802088,レガーレケア,06-6657-4888,06-6657-4889,546-0043,大阪市東住吉区駒川五丁目２２番２２号　田中ビル２０１号,Ｒｉｓｅハート合同会社,○,○,○,○,2024/08/01
2760802336,Ｓｕｎすまいるケアサービス,06-6657-6251,06-6657-6252,546-0043,大阪市東住吉区駒川四丁目１番８号　Ｍ’ｓ駒川松岡ビル７０３号室,株式会社Ｓｕｎすまいる,○,○,○,○,2026/06/01
2760800082,東住吉あいの手,06-6714-3600,06-6714-7602,546-0044,大阪市東住吉区北田辺四丁目１４番９号　 ,株式会社　あいの手,○,○,○,○,2008/09/01
2760802039,アンドライフ,06-4392-7844,06-4392-7866,546-0044,大阪市東住吉区北田辺四丁目２２番６号　田辺ビル４０２号,株式会社フロムサポート,○,○,○,,2024/05/01
2769401080,エーアールホーム,06-6718-6969,06-6718-6968,546-0044,大阪市東住吉区北田辺一丁目２番２８号　 ,株式会社エーアールホーム,○,○,○,○,2024/06/01
2760802286,ヘルパーステーションあんぱん,06-6606-8233,06-6606-8234,546-0044,大阪市東住吉区北田辺五丁目９番２４号　朝日プラザ北田辺１０５号,合同会社ａｍｏ,○,○,○,○,2026/04/01
2765800236,介護ステーションフリーダム,06-6793-6024,06-6793-6004,547-0001,大阪市平野区加美北八丁目１１番１０号　,有限会社　Ｆｒｅｅｄｏｍ,○,○,○,○,2008/09/01
2765802240,ＡＩケアセンター慈愛,06-6115-6578,06-6115-6578,547-0001,大阪市平野区加美北一丁目１６番１４号　 ,ＡＩ株式会社,○,○,○,○,2022/05/01
2765802521,ライフ　アンド　ギヴ　ニーズ,06-7163-2450,06-7897-6768,547-0001,大阪市平野区加美北三丁目７番１９号　ツールシャトー光３０４号室,株式会社Ｆｏｕｒｖｅ,○,○,○,○,2024/01/01
2765802554,訪問介護事業所しんき,06-6795-4774,06-6795-4773,547-0001,大阪市平野区加美北九丁目１０番２５号　日栄住宅加美北２０２,株式会社真輝,○,○,○,○,2024/03/01
2765802828,訪問介護エムスリー,06-4309-8191,06-6743-6243,547-0001,大阪市平野区加美北五丁目１２番９号　プラザタイシ２Ｆ,株式会社アキラ,○,,○,,2026/06/01
2765801135,トラスト訪問介護センター,06-4303-8270,06-4303-8271,547-0002,大阪市平野区加美東一丁目８番２４－１０４号　 ,株式会社　トラストファーム,○,○,○,○,2013/09/01
2765801176,オーケイケアセンター,06-6777-7329,06-6794-5345,547-0002,大阪市平野区加美東四丁目１２番３０号　 ,株式会社オーケイ綿業,○,○,○,○,2014/03/01
2765801762,訪問介護支援サービス人の和,06-6770-5588,06-6770-5668,547-0002,大阪市平野区加美東三丁目１番２７号　 ,株式会社カムラッドプロスパー,○,○,○,○,2019/11/01
2765801457,訪問介護のスキッパー,06-7182-1982,06-7182-7409,547-0004,大阪市平野区加美鞍作一丁目１４番３号　 ,株式会社スキッパー,○,○,○,○,2016/05/01
2765802463,ヘルパーステーションＩＹＡＳＡＫＡ平野,06-4303-2418,06-4303-2418,547-0004,大阪市平野区加美鞍作三丁目９番６号　キッポー平野加美１０１号,株式会社ＳＨＩＦＴ,○,○,○,,2023/10/01
2765802364,大阪訪問介護事業所ルナケア,06-4305-3421,06-4305-3422,547-0004,大阪市平野区加美鞍作三丁目８番２２号　マンション太平１号館４０６号室,株式会社平和バスターズ,○,○,○,○,2023/02/01
2765802026,和えるヘルパーサービス,06-6794-3277,06-6794-3266,547-0005,大阪市平野区加美西一丁目１番２７号　 ,株式会社ＭＮＳ,○,○,○,,2020/08/01
2765801341,ケアセンターアライブ,06-4303-6161,06-4303-6162,547-0006,大阪市平野区加美正覚寺四丁目５番１０号　シティハイツ正覚寺　１Ｆ東,株式会社　クリキンディ,,○,○,○,2015/03/01
2765802679,マイライフ加美,06-4400-2023,06-4400-2246,547-0006,大阪市平野区加美正覚寺一丁目２５番２号　カミング平野２０４,合同会社神楽,○,○,○,○,2025/02/01
2765802786,訪問介護うさぎ,06-7777-4093,06-7777-4142,547-0006,大阪市平野区加美正覚寺一丁目１１番１４号　ＣＡＳＡ　Ｈｏｒｉｚｏｎ　ｋａｍｉｓｈｏｕｋａｋｕｊｉ　Ⅱ　１０１号室,合同会社うさぎ,○,○,○,○,2026/01/01
2765801069,ハート介護サービス平野,06-6797-3802,06-6797-3803,547-0011,大阪市平野区長吉出戸６－４－１　コンフォール長吉２０３号,株式会社　ハート介護サービス,○,○,○,○,2013/04/01
2765801598,ケアサービス南風,06-7890-8823,06-6707-8321,547-0011,大阪市平野区長吉出戸三丁目２番２７号　 ,アイネス株式会社,○,○,○,○,2018/01/01
2765802083,ヘルパーステーションざっく平野,06-6700-0234,06-6700-0235,547-0011,大阪市平野区長吉出戸六丁目１５番３１号　アルテビル６階,株式会社ＺＡＣ,○,○,○,,2021/02/01
2765802372,ヘルパーステーション青りんご平野,06-6777-9465,06-6777-9465,547-0011,大阪市平野区長吉出戸四丁目５番３８号　エレガントハイツ長吉７１１号室,株式会社青りんご,○,○,○,○,2023/03/01
2765802059,ヘルパーステーションぷらす,06-6773-9433,06-6773-9434,547-0011,大阪市平野区長吉出戸三丁目１番４４号　３階,株式会社ＢＯＮＡＮＺＡ,○,○,○,○,2020/11/01
2765801572,ケアサービスエトワール,06-6777-6762,06-6777-8485,547-0012,大阪市平野区長吉六反二丁目３番４５号　 ,株式会社　Ｒｅａｃｈ　Ｏｕｔ,○,○,○,,2017/10/01
2765802778,エクセレントケア,06-6797-1165,06-6797-6509,547-0012,大阪市平野区長吉六反四丁目６番３９号　 ,株式会社ハートフルサンク,○,○,○,○,2025/12/01
2765802695,ケアステーション彩聖,06-6718-7123,06-6718-7123,547-0012,大阪市平野区長吉六反三丁目６番４号　５０３号,有限会社Ｆｏｒ　Ｌｉｆｅ,○,○,○,○,2025/03/01
2765801168,ヘルパーステーションひらの,06-6777-3084,06-6777-3084,547-0012,大阪市平野区長吉六反三丁目６番３０号　サングレール１階,特定非営利活動法人　障がい者福祉総合支援センターいちいちまる,○,○,○,○,2014/01/01
2765801184,ケアセンター　和,06-6777-8357,06-6777-8395,547-0013,大阪市平野区長吉長原東三丁目１３番２２号　 ,一般社団法人絆,○,○,○,○,2014/03/01
2765801655,介護ステーションおもてなし,06-7181-7964,06-4981-3401,547-0013,大阪市平野区長吉長原東三丁目１３番３２号　 ,株式会社おもてなし,○,○,○,,2018/09/01
2765802224,訪問介護こびっちゃん,06-4400-9932,06-4400-9933,547-0013,大阪市平野区長吉長原東三丁目６番６号　 ,ゆいまある合同会社,○,○,○,○,2022/05/01
2765802356,訪問介護ステーションはなはな,06-7163-9301,06-4980-9673,547-0013,大阪市平野区長吉長原東一丁目７番１６号　メゾンカタケ４０８号,合同会社Ｃｏｎｓｃｉｏｕｓ,○,○,○,,2023/01/01
2765802653,Ｒｅｓｔａｒｔ,090-3865-7623, ,547-0013,大阪市平野区長吉長原東三丁目６番１４号　長吉テラス１０４,合同会社ｋｉｎｄ,○,○,○,○,2025/01/01
2765800111,永寿ホームヘルプセンターしおり,06-6706-1700,06-6706-1777,547-0014,大阪市平野区長吉川辺３－２０－１４　,社会福祉法人　永寿福祉会,,○,,,2008/09/01
2765800145,ゆたか訪問介護ステーション,06-6797-2074,06-6797-2084,547-0015,大阪市平野区長吉長原西一丁目５番１８号１０１号室　 ,社会福祉法人　ユタカ福祉会,○,○,○,○,2008/09/01
2765800244,白ゆり介護センター,06-4302-3667,06-4302-3668,547-0015,大阪市平野区長吉長原西４－６－３　,有限会社ＳＫ,○,○,○,○,2008/09/01
2765801507,ヘルパーステーションアップケア,06-6770-5750,06-6700-7028,547-0015,大阪市平野区長吉長原西三丁目３番１４号　 ,合同会社リバース,○,○,○,○,2017/04/01
2765801622,訪問介護ほがらか,06-7164-4960,06-7174-4813,547-0015,大阪市平野区長吉長原西一丁目３番３０号　辰野ハイツ２０１,株式会社双樹,○,○,○,○,2018/05/01
2765802349,ケアステーション　ひとと木,06-7709-3645,06-7709-3645,547-0015,大阪市平野区長吉長原西四丁目３番３８号　 ,合同会社スケットケア,○,○,○,○,2022/12/01
2765801218,ヘルパーステーション　オアシス　ながよし,06-6790-1577,06-6790-6791,547-0016,大阪市平野区長吉長原三丁目１５番１８号　 ,社会福祉法人　大和福寿会,○,○,○,○,2014/04/01
2765800780,自立支援センターさんぽみち,06-6702-3361,06-6702-3362,547-0016,大阪市平野区長吉長原一丁目７番３１号　サンタカオビル１階,合同会社　笑輪舎,○,○,○,○,2011/05/01
2765802216,くらしさ平野ケアサービス,06-6704-0381,06-6704-0383,547-0016,大阪市平野区長吉長原一丁目１２番２０号　 ,株式会社元気な介護,○,○,○,○,2022/05/01
2765800384,エール介護支援センター,06-6704-1010,06-6704-1110,547-0016,大阪市平野区長吉長原四丁目１３番２７号　 ,有限会社　プランニング富士,○,○,○,○,2008/09/01
2765800798,ふれんど介護ステーション,06-7890-7980,06-6790-1915,547-0016,大阪市平野区長吉長原１－１－２０　 ,廣島酒販　株式会社,○,○,○,○,2011/05/01
2765801416,ヘルパーステーション心の愛,06-6777-7807,06-6777-7807,547-0016,大阪市平野区長吉長原一丁目１番８号　長吉出戸ビル２階,株式会社　心喜,○,○,○,,2016/03/01
2765801473,訪問介護　心,06-6777-5670,06-6777-7333,547-0016,大阪市平野区長吉長原一丁目１２番２５号　 ,合同会社　奏,○,○,○,○,2016/08/01
2765801663,訪問介護事業所晴るかす,06-4303-4510,06-4303-4515,547-0016,大阪市平野区長吉長原三丁目５番２５号　ワイズコート１階,合同会社ラスティア,○,○,○,○,2018/10/01
2765800764,介護支援センターぴぃ・すまいる平野,06-6700-0039,06-6777-5928,547-0021,大阪市平野区喜連東５丁目１４番４１号　,株式会社　ぴぃ・すまいる平野,○,○,○,○,2011/04/01
2765801127,まごころ支援センター,06-6760-1080,06-6760-1081,547-0021,大阪市平野区喜連東四丁目１番１９号　 ,株式会社　まごころ支援センター,○,○,○,○,2013/09/01
2765801408,まどか訪問介護,06-6773-9400,06-6773-9310,547-0021,大阪市平野区喜連東一丁目７番３２号　島田マンション１階店舗・事務所南側,株式会社ユウキ,○,○,○,○,2016/01/01
2765801465,訪問介護　ひとつむぎ,06-6776-2180,06-6776-2184,547-0021,大阪市平野区喜連東一丁目８番３４号　 ,合同会社　ひとつむぎ,○,○,○,○,2016/07/01
2765802091,ヘルパーステーションみずほ,06-4392-7393,06-4392-7394,547-0021,大阪市平野区喜連東五丁目１４番２８号　ハーベスト２０３号室,合同会社みずほ,○,○,○,○,2021/03/01
2765802398,ｈａｒｕｋａｚｅ,06-7896-0305,06-7896-0305,547-0021,大阪市平野区喜連東五丁目１４番２－４０１号　 ,株式会社ＺＥＫＡＲＵＨＡ,,○,,,2023/05/01
2765800525,ケアセンターオリーブ,06-6790-1488,06-6790-1489,547-0021,大阪市平野区喜連東三丁目１１番３１号　,特定非営利活動法人　オリーブ,○,○,○,○,2008/09/01
2765800897,介護センタ―ベイリ―フ,06-6790-1455,06-6790-1455,547-0021,大阪市平野区喜連東３丁目１１番３１号　,特定非営利活動法人　ベイリーフ,○,○,○,○,2012/03/01
2765802737,医療法人徳洲会　ヘルパーステーション和ーなごみー,06-6790-3311,06-6701-2533,547-0022,大阪市平野区瓜破東一丁目１１番１９号　 ,医療法人徳洲会,○,○,○,○,2025/07/01
2765800491,株式会社エルフヘルパーステーション平野,06-6701-3638,06-6701-3637,547-0022,大阪市平野区瓜破東二丁目１０番２３号　メゾン・ド・ギャルソンⅡ４０２,株式会社　エルフ,○,,,,2008/09/01
2765801648,フローラ・テルマ,06-6777-5115,06-6777-5870,547-0022,大阪市平野区瓜破東二丁目７番５５号　サンヴィレッジⅠ　６０１号室,株式会社　カミレ,○,○,○,○,2018/09/01
2765801705,ケアセンターかせや,06-6790-5700,06-6790-5525,547-0022,大阪市平野区瓜破東三丁目２番２４号　 ,株式会社カセヤ,○,○,○,○,2019/03/01
2765802471,訪問介護ホップ,06-6105-4042,06-6105-4043,547-0022,大阪市平野区瓜破東二丁目１１番１２号　瓜破アーバンライフⅡ番館１０２号室,株式会社ホップ,○,○,○,○,2023/10/01
2765802307,訪問介護ステーション　ホープ,06-6776-2412,06-6776-2413,547-0022,大阪市平野区瓜破東三丁目３番２７－１０１号　トポフィリアⅠ,株式会社ｔｏ　ａｔｔｒａｃｔ,○,○,○,○,2022/09/01
2765802661,あやか訪問介護ステーション,06-4305-4868,06-4305-7545,547-0022,大阪市平野区瓜破東二丁目９番４号　エル平野１階,株式会社Ｈ＆Ｉ,○,○,○,○,2025/01/01
2765802703,ヘルパーステーション　ＭＹケア,06-6790-0006,06-6790-0006,547-0022,大阪市平野区瓜破東四丁目２番１８号　 ,株式会社ぷらな,○,○,○,○,2025/03/01
2765802802,ヘルパーステーションしゅくらん,070-2354-7290, ,547-0022,大阪市平野区瓜破東四丁目２番６１号　クリエオーレ瓜破東１０５,合同会社一樹,○,○,○,○,2026/05/01
2765800574,きずな,06-6701-7339,06-6701-8620,547-0022,大阪市平野区瓜破東八丁目７番１６号　 ,特定非営利活動法人　わかたけ会,,○,,○,2008/09/01
2762000103,バッテリー,06-6707-0165,06-6707-0175,547-0023,大阪市平野区瓜破南１丁目１番１８号　 ,社会福祉法人　素王会,○,○,○,○,2008/09/01
2765801424,ヘルパーステーション「えがお」平野,06-6700-8383,06-6700-8383,547-0024,大阪市平野区瓜破四丁目１番１８号　 ,有限会社ハートフル・エミ,○,○,○,○,2016/04/01
2765801689,ヘルパーステーション　イコラ,06-4302-3270,06-4302-3280,547-0024,大阪市平野区瓜破二丁目２番７号　ケンジントンハウス２０６号,合同会社アイコミット,○,○,○,○,2018/12/01
2765802034,ホームヘルパーおはる,06-4305-3725,06-4305-3825,547-0024,大阪市平野区瓜破二丁目３番３０号　 ,株式会社雪菜,○,○,○,○,2020/10/01
2765802158,介護サービスほほ笑み,06-6769-6060,06-6769-6061,547-0024,大阪市平野区瓜破二丁目５番５１号　山崎ハイツ２０２,株式会社ＰＡＬクラブ,○,○,○,○,2021/11/01
2765802174,ゆずっこヘルパーステーション,06-7181-9695,06-7181-9695,547-0024,大阪市平野区瓜破一丁目１番１１－１５０４号　 ,合同会社ＹＵＺＵ,○,○,○,○,2022/01/01
2765802182,ヘルパーステーション　マクア,06-6777-7957,06-6777-7957,547-0024,大阪市平野区瓜破一丁目１１番２９号　アミューズタナカ２０１号,株式会社マクア,○,○,○,○,2022/01/01
2765802414,訪問介護あおりんご,06-6777-3282,06-6777-9252,547-0024,大阪市平野区瓜破二丁目６番２３号　 ,合同会社ＹＮＳ,○,○,○,,2023/06/01
2765802687,クラックアップケアサービス,06-7896-7017,06-7896-7017,547-0024,大阪市平野区瓜破五丁目２番２９号　 ,株式会社Ｃｒａｃｋ　ｕｐ,○,○,○,○,2025/02/01
2765800442,ライフサポートとらいあんぐる,06-6701-9113,06-6701-9130,547-0024,大阪市平野区瓜破二丁目３番３２号　 ,特定非営利活動法人えんの会,○,○,○,○,2008/09/01
2765800483,スカイ・ペガサス,06-6702-0212,06-6702-0235,547-0024,大阪市平野区瓜破二丁目１番６４号　平野ビル３０１号,特定非営利活動法人　スカイ・ラヴ,○,○,○,○,2008/09/01
2765800137,瓜破西地域在宅サービスステーションてんそう苑,06-6703-9712,06-6703-9713,547-0025,大阪市平野区瓜破西二丁目１０番１０号　,社会福祉法人　天宗社会福祉事業会,○,○,○,,2008/09/01
2765800046,ヘルパーステーションヴァンサンク平野,06-6760-1146,06-6760-1147,547-0025,大阪市平野区瓜破西一丁目８番８９号　 ,医療法人　嘉誠会,○,○,,○,2008/09/01
2765801630,きんかんケアステーション,06-6797-2777,06-7505-7238,547-0025,大阪市平野区瓜破西二丁目３番１１号　 ,ｃｏ．ｃｏ．ｒｏ合同会社,○,○,,,2018/06/01
2765801796,訪問介護きづき,06-7171-9758,06-7171-9758,547-0025,大阪市平野区瓜破西二丁目５番３１号　クィンプラザ瓜破１０５号,合同会社福和,○,○,○,○,2020/02/01
2765802497,ヘルパーステーションるる,06-4303-5099,06-4303-5099,547-0025,大阪市平野区瓜破西一丁目１番８号　ＧＳハイム平野Ⅱ４０２号,合同会社ＬｕＬｕ,○,○,○,,2023/12/01
2765801788,ヘルプセンターアクォール,06-6773-9370,06-6777-3830,547-0026,大阪市平野区喜連西六丁目２番８８号　 ,一般社団法人ＡＱＯＬ,○,○,○,○,2020/01/01
2765800947,げんき平野介護サービス,06-6777-6543,06-6777-9876,547-0026,大阪市平野区喜連西四丁目６番３７号　 ,株式会社　アートラス,○,○,○,○,2012/07/01
2765800731,ヘルパーステーションエアリー,06-6705-9877,06-6705-9878,547-0026,大阪市平野区喜連西４－６－２６　ロジーパレス平野２０１号,株式会社　エアリー,○,○,○,○,2011/02/01
2765801051,ロハスケア,06-7171-0990,06-7175-4854,547-0026,大阪市平野区喜連西五丁目３番４０号　竹田ビル２０３号室,ＬＯＨＡＳ合同会社,○,○,○,○,2013/04/01
2760801205,ケアぷらす,06-6711-0922,06-6711-0954,547-0026,大阪市平野区喜連西三丁目１７番２６号　 ,株式会社ＣＯＬＯＲ,○,○,○,○,2019/01/01
2765802315,ヘルパーステーションｍａｋｕａｋｅ,06-6773-9688,06-6773-9687,547-0026,大阪市平野区喜連西二丁目１１番２９号　１０６号室,株式会社ｏｒｉｇａｍｉ,○,○,○,,2022/11/01
2765802166,ケアステーション　百希だるま,06-6796-7530,06-6796-7529,547-0026,大阪市平野区喜連西四丁目４番２３号　５０５,株式会社恵希,○,○,○,○,2021/12/01
2765802208,ライフケアセンターべすとぽじしょん,06-6700-1111,06-6700-1110,547-0026,大阪市平野区喜連西三丁目１７番８号　 ,株式会社べすとぽじしょん,○,○,○,○,2022/04/01
2765802323,えんのえんケアセンター,06-4303-5363,06-4303-5362,547-0026,大阪市平野区喜連西四丁目６番２６号　ロジーパレス平野５０６,合同会社オンリング,○,○,○,○,2022/11/01
2765802489,ウェルビー介護サービス,06-6799-3700,06-6799-3900,547-0026,大阪市平野区喜連西三丁目１５番１５号　 ,合同会社ウェルビープラス,○,○,○,○,2023/10/01
2765802745,ヘルパーステーションアシスト,06-6718-6886,06-6718-6886,547-0026,大阪市平野区喜連西四丁目６番２６号　ロジーパレス平野１０５号室,株式会社アシスト,○,○,○,,2025/07/01
2765802836,ケアステーションＲＩＫＯ,06-6777-7475,06-6777-7476,547-0026,大阪市平野区喜連西四丁目４番２３ー１０１号　 ,株式会社Ｌｉｌｙ,○,○,○,○,2026/06/01
2765801747,訪問介護ヘルパーステーションいきいきケア平野,06-7171-6025,06-7171-6025,547-0027,大阪市平野区喜連二丁目６－４８－１０１号　 ,一般社団法人えがおの樹,○,○,,○,2019/08/01
2765800434,ケア２１平野,06-6704-1021,06-6704-2021,547-0027,大阪市平野区喜連二丁目６番３１号　安尾ビル２０１号,株式会社　ケア２１,○,○,○,○,2008/09/01
2765800863,介護センターこころ,06-4302-4467,06-4302-4468,547-0027,大阪市平野区喜連四丁目１７番１４号　斉藤ビル５階,株式会社フジキ,○,○,○,○,2011/11/01
2765801713,さくらそう平野,06-4302-1055,06-4302-1056,547-0027,大阪市平野区喜連二丁目７番２６号　喜連駅前共同ビル３階,株式会社日本エルダリーケアサービス,○,○,○,○,2019/04/01
2765802190,介護センターひのか,06-7890-1659,06-7890-1659,547-0027,大阪市平野区喜連五丁目１０番３０－１０６号　 ,合同会社和楽,○,○,○,○,2022/04/01
2765802273,リンク平野介護サービス,06-7662-2719,06-7662-2719,547-0027,大阪市平野区喜連七丁目９番４号　 ,株式会社ツーアズワン,○,○,○,○,2022/08/01
2765802547,わっはっは,06-6777-1283,06-6777-1283,547-0027,大阪市平野区喜連五丁目４番３５－２０５号　 ,合同会社わっはっは,○,○,○,○,2024/03/01
2765802604,あーなんだヘルパーステーション,06-6703-0540,06-6703-0541,547-0027,大阪市平野区喜連二丁目５番８５号　 ,Ｇｒｉｐｉｎ株式会社,○,○,○,○,2024/06/01
2765802752,ヘルパーステーションなぎのうみ,06-4305-7249,06-4305-7184,547-0027,大阪市平野区喜連五丁目６番７号　森口貸家１号室,合同会社三日月,○,○,○,○,2025/08/01
2765802844,訪問介護　たいよう,070-9057-0941, ,547-0027,大阪市平野区喜連五丁目２番４４番　 ,合同会社さざなみ,○,○,○,○,2026/06/01
2765800566,ビハーラ２１ヘルパーステーション,06-6657-5700,06-6790-3400,547-0027,大阪市平野区喜連二丁目４番３２号　美ＣｅｎｔＬｉｖｉｅ　１階,特定非営利活動法人　ビハーラ２１,○,○,○,○,2008/09/01
2765800582,ヘルパーネット平野,06-6707-8788,06-6707-8082,547-0027,大阪市平野区喜連１－６－３６　,特定非営利活動法人　ヘルパーネット,○,○,○,○,2008/09/01
2765800707,ヘルパーステーションオアシス,06-6760-5840,06-6760-5841,547-0031,大阪市平野区平野南四丁目１番４号　 ,社会福祉法人　大和福寿会,○,○,○,○,2010/11/01
