移動支援,,,,,,,,,,,,,
事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：身体,主たる対象者：知的,主たる対象者：精神,主たる対象者：障がい児,指定日,,
2764500233,居宅介護ステーションセラヴィ,072-479-7550,072-479-7570,598-0012,泉佐野市高松東一丁目１０番３７－５０１号　泉佐野センタービルサウスコア２１,株式会社ハッピービジョン,○,○,○,,2026/03/01,,
2764500027,ライトエンジェル,072-425-4405,072-425-4405,598-0014,泉佐野市葵町１－７－４１　,合資会社ハーモニーライトエンジェル,,,,,2009/05/01,,
2764500019,地域生活支援センター喜寄楽,072-467-3211,072-467-3212,598-0021,泉佐野市日根野２３３１－１　,社会福祉法人　清光会,○,○,○,○,2008/09/01,,
2764500076,善　訪問介護事業所,072-415-4649,072-415-0202,598-0021,泉佐野市日根野２６９０番地の５　 ,合同会社　善,○,○,○,○,2016/11/01,,
2764500225,笑心,072-457-3006,072-457-4006,598-0035,泉佐野市南中樫井５９８番地の１　 ,合同会社スマイルサポート,○,○,○,○,2020/07/01,,
2764500043,ライフサポートぎんなん,072-467-2769,072-467-2762,598-0062,泉佐野市下瓦屋２３１番地１　 ,社会福祉法人いちょうの森,○,○,,○,2015/01/01,,
2764500100,障害児者ヘルパーステーションホライズン,072-460-0770,072-460-0120,598-0071,泉佐野市鶴原１０７１番地の１　 ,社会福祉法人水平会,○,○,○,○,2019/05/01,,
2761200191,ゆずヘルパーステーション,072-466-0235,072-466-0210,598-0092,泉南郡田尻町吉見５０７番地６　 ,株式会社マナ,○,○,○,○,2021/12/01,,
2769500188,アヴニールケアサービス,072-457-7080,072-457-7080,599-0201,阪南市尾崎町７丁目１番９－３０３号　 ,一般社団法人Ａｖｅｎｉｒ,○,○,○,○,2025/03/01,,
2769500162,訪問介護ステーション　グリーンヒル,072-424-1605,072-424-3326,599-0212,阪南市自然田１４３０番の１　 ,株式会社グリーンヒル,○,○,○,○,2020/10/01,,
2769500170,特定非営利活動法人くらしのたすけあいえぷろんの会,072-473-6606,072-473-6788,599-0223,阪南市光陽台一丁目１６番１０号　 ,特定非営利活動法人くらしのたすけあいえぷろんの会,○,○,○,○,2023/10/01,,
2769500048,訪問介護　すこやか,072-481-2155,072-481-2166,599-0232,阪南市箱作２８７４番地の３２４　 ,株式会社　Ｋ＆Ｈ,○,○,,○,2015/12/01,,
2766200220,サポートステーションウイングス,072-285-1325,072-285-1325,599-8107,堺市東区白鷺町一丁２３番２号　 ,株式会社藤ウイングス,○,○,○,○,2020/10/01,,
2766200253,ふるさぽーと,072-288-1900,072-288-1901,599-8111,堺市東区日置荘北町二丁２１番３６号　 ,株式会社ふるさぽーと,○,○,○,○,2025/09/01,,
2766200238,スノーフレーク,072-286-9765,072-289-6245,599-8111,堺市東区日置荘北町一丁目３７番地４　 ,ベレザ合同会社,○,○,○,○,2024/05/01,,
2765900630,訪問介護　まる,072-287-7707,072-287-7717,599-8116,堺市東区野尻町３７９－１２　 ,合同会社　久萬,○,○,○,○,2014/11/01,,
2766200014,コスモスヘルパーステーションりーふ,072-237-2882,072-235-7775,599-8121,堺市東区高松１２３番地　 ,社会福祉法人　コスモス,○,○,○,○,2008/09/01,,
2766200063,まかな,090-9163-0029,072-236-0902,599-8123,堺市東区北野田５４１番地５９　 ,一般社団法人ゆめファミリー,○,○,○,○,2019/02/01,,
2766200246,えがお訪問介護ステーション,072-349-9716,072-349-9717,599-8123,堺市東区北野田４７１番地２２　２階　 ,株式会社えがお,○,○,○,○,2024/11/01,,
2766100289,やすらぎ倶楽部ヘルパーステーション咲楽,072-234-3311,072-234-6160,599-8234,堺市中区土塔町２０４４－４４　 ,特定非営利活動法人やすらぎ倶楽部,○,○,○,○,2020/11/01,,
2766100339,ひかりケアステーション,072-270-2095,072-276-4095,599-8236,堺市中区深井沢町３２６５番　 ,株式会社ＧＶＰマネージメント,○,○,○,○,2025/12/01,,
2766100305,訪問介護アイリーライフ,072-283-4418,072-283-4418,599-8241,堺市中区福田１０２３番地８　 ,アイリーライフ合同会社,○,○,○,,2023/10/01,,
2766100032,ケアステーション恵比主,072-239-6262,072-239-6253,599-8246,堺市中区田園７５５番地３　,有限会社　ケア・ステーション恵比主,,,,,2008/09/01,,
2766100057,ケアチームそよかぜ,072-294-6665,072-234-3648,599-8253,堺市中区深阪四丁８番５６号　 ,株式会社　日本インテリアサービス,○,○,○,○,2014/03/01,,
2766100271,アシストワーク,072-277-4165,072-277-4166,599-8262,堺市中区八田北町２９７番１　 ,ワールド株式会社,○,○,○,○,2021/02/01,,
2766100297,ケアサポートおはな,072-276-6260,072-276-6261,599-8272,堺市中区深井中町７６１番地３　 ,合同会社レア,○,○,○,○,2023/09/01,,
2766100347,ケアステーションらふたぁ,072-277-2181,072-275-6703,599-8273,堺市中区深井清水町１７３６番地２　 ,社会福祉法人ばなな,○,○,○,○,2026/06/01,,
2766100065,ふくしんビジットケア,072-270-5001,072-270-5002,599-8273,堺市中区深井清水町３５３５番地　 ,一般社団法人福進会,○,○,○,○,2016/09/01,,
2766100321,訪問介護オレンジ,070-4108-2743, ,599-8275,堺市中区東八田３４番５号　ベルフルール１０７号,株式会社ＴＴＤ,○,○,○,○,2023/12/01,,
2766100255,介護ステーションみらい,072-270-7118,072-220-8736,599-8276,堺市中区小阪１８７番地１３　 ,合同会社天海,○,○,○,○,2020/04/01,,
2769901121,ホームヘルプセンターぴかピカ洛西,075-202-5391,075-202-5393,610-1141,京都市西京区大枝西新林町５丁目１番９　 ,特定非営利活動法人自宅生活応援団ぴかピカ,○,○,○,○,2022/03/01,,
2769901162,ヘルパーステーションファミエ,075-755-7488,075-755-7488,617-0823,長岡京市長岡一丁目８番６号　パルデンス長岡京１０１号室,株式会社ＴＮＹＴ,○,○,○,○,2022/06/01,,
2769911385,介護ステーションくるみ,0743-85-7767,0743-85-7768,630-0212,生駒市辻町７５３番地　諏訪東生駒ビル３０１,フリーカラーズ　合同会社,○,○,○,○,2023/07/01,,
2769901113,かいごサポートあさひ,0743-61-5651,0743-61-5652,630-0252,生駒市山崎町１２番２２号　桜ハウス２０６号,株式会社エイチツーオー,○,○,○,○,2022/03/01,,
2769900677,社会福祉法人　青葉仁会,0742-81-0420,0742-81-0804,630-2152,奈良市杣ノ川町５０－１　,社会福祉法人　青葉仁会,,,,,2012/08/01,,
2769900420,ヘルプステーションどうで,0743-86-2211,0743-86-2210,630-2205,山辺郡山添村大字桐山７４番地　 ,特定非営利活動法人　どうで,,,,,2010/08/01,,
2769901014,居宅介護サービスてくてく,0742-93-4186,0742-93-4186,630-8001,奈良市法華寺町１５３番地の４　小春ビル,特定非営利活動法人ぱるぱる,○,○,○,,2020/02/01,,
2769900883,社会福祉法人　中川会,0742-24-3311,0742-24-3800,630-8104,奈良市奈良阪町１６７番地　 ,社会福祉法人　中川会,○,○,○,○,2016/12/01,,
2765500406,障がい者支援事業所アイリス,050-5243-4662,0742-49-5823,630-8241,奈良市高天町２７　ＳＨＲビル２０１号,合同会社セントラルオフィス,○,○,○,○,2021/04/01,,
2769900347,はっぴぃ,0742-20-6636,0742-20-6637,630-8357,奈良市杉ケ町５７－２－１０２　,有限会社髙野,,,,,2010/02/01,,
2769901170,福祉事業所ラベンダー,090-8387-0884,0774-73-5775,631-0804,奈良市神功四丁目１番地８　ループ神功３０２,合同会社イズプロジェクト,○,○,○,○,2022/08/01,,
2769900123,ライフベース有限会社,0742-47-1926,0742-47-1926,631-0843,奈良市疋田町３－２－７　,ライフベース有限会社,,,,,2008/09/01,,
2769901287,ケアステーションみかん,0743-61-5748,0743-61-5244,632-0245,奈良市藺生町１８１３番地の２６　 ,合同会社訪問介護みかん,,○,,,2024/07/01,,
2769900743,イルカステーション,0744-22-3890,0744-22-3890,634-0009,橿原市中町９７番地２号　 ,社会福祉法人やまと,○,○,○,○,2014/04/01,,
2769900917,ケアセンター桜華,0744-35-3771,0744-35-3771,635-0151,高市郡高取町大字下子島５７番地の２の２　 ,一般社団法人桜乃会,○,○,○,○,2017/04/01,,
2769900891,桜寿,0745-43-5441,0745-43-5442,636-0012,北葛城郡王寺町本町五丁目１４番２７号　 ,株式会社カワモトプレジャーグループ,○,○,○,○,2017/01/01,,
2769901220,居宅介護・移動支援事業所コール,0745-32-0477,0745-32-0477,636-0811,生駒郡三郷町勢野東六丁目４番３４号　 ,合同会社　紬,,○,○,○,2023/07/01,,
2769900859,訪問介護ステーションあい,0745-44-8946,0745-44-8947,636-0822,生駒郡三郷町立野南２－１４－７　三室山コープタウン７－１０２,Ｋ．Ｄ．Ｍ株式会社,○,○,○,○,2016/07/01,,
2769900792,友語苑ヘルパーステーションコスモス,0747-26-1818,0747-23-0101,637-0014,五條市住川町１４２６番地　 ,社会福祉法人　三寿福祉会,○,○,○,○,2015/03/01,,
2769901246,行動援護事業所くるみ,080-4978-8598, ,637-0041,五條市本町二丁目７番７号　 ,くるみ合同会社,○,○,○,○,2024/05/01,,
2769900164,そ～る,0745-77-8788,0745-76-8614,639-0261,香芝市尼寺６１６　,社会福祉法人以和貴会,,,,,2008/09/01,,
2769901345,ヘルパーステーションホース２,073-402-0330,073-402-0331,640-8067,和歌山市一筋目２６　 ,有限会社ＶｉＶｉｆａｌａ島ゆかこ,○,○,○,○,2025/12/01,,
2769900479,訪問介護ステーション菜の華,073-451-6700,073-451-6868,640-8471,和歌山市善明寺５９５－１　 ,有限会社プランニング守山,○,○,○,○,2011/05/01,,
2769900438,こすもす介護センター,0735-22-8658,0735-22-8718,647-0033,新宮市清水元２－２－１８　,株式会社こすもす,,,,,2010/11/01,,
2769900404,株式会社コスモケア,078-382-4125,078-382-4127,650-0022,神戸市中央区元町通４－６－１７　,株式会社コスモケア,,,,,2010/07/01,,
2769901295,訪問介護グローバル　神戸中央事業所,078-595-9811,078-595-9814,650-0031,神戸市中央区東町１２３番地１　貿易ビル７１０号,株式会社ＧＥ,○,○,○,○,2025/02/01,,
2769900115,はな介護サービス,078-984-5709,078-984-5719,651-1313,神戸市北区有野中町３－１５－１９　,有限会社デリパ,,,,,2008/09/01,,
2769901337,訪問介護ＢＵＬＬ芦屋,0797-52-4119,0797-57-8369,659-0095,芦屋市東芦屋町３番６－１０５号　 ,Ｐ＆Ｙ株式会社,○,○,○,○,2025/12/01,,
2769900065,尼崎ケアステーション,06-6430-2101,06-6430-2105,660-0052,尼崎市七松町２－６－１３　,新日本グループ株式会社,,,,,2008/09/01,,
2769901253,キラキラハート事業所,06-6416-3050,06-6416-3060,660-0075,尼崎市大庄中通三丁目１４番地の２　 ,心の輝き合同会社,○,○,○,○,2024/06/01,,
2769900297,らくふく尼崎ケアセンター,06-6481-0124,050-3569-9572,660-0803,尼崎市長洲本通１－２－１　浜ビューハイツ６１０,株式会社楽福会,,,,,2009/06/01,,
2769900321,ペリカン,06-6488-3309,06-6567-8207,660-0806,尼崎市金楽寺町２－８－１　,合資会社ひとふくし会,,,,,2009/12/01,,
2769900305,ケアサービス厚生訪問介護,06-6481-7100,06-6481-7407,660-0814,尼崎市杭瀬本町２－１３－１　,有限会社ケアサービス厚生,,,,,2009/09/01,,
2769900685,なお介護,06-6489-2514,06-6489-2515,660-0881,尼崎市昭和通１丁目２－４　,株式会社　春夏,,,,,2012/09/01,,
2769900412,ケア２１尼崎,06-6401-0721,06-6401-6221,660-0892,尼崎市東難波町５丁目１８番８号　ドミールカクタス尼崎２階,株式会社　ケア２１,○,○,○,○,2010/08/01,,
2769900040,ケアセンターとんぼ,06-6420-7933,06-6420-7934,661-0003,尼崎市富松町４－７－１０－１０１　,株式会社カウント,,,,,2008/09/01,,
2769900990,ヘルパーステーションＲＵＮ＆ＲＵＮ,06-6424-2669,06-6424-2679,661-0012,尼崎市南塚口町１－１０－１５　 ,パル株式会社,○,○,,○,2019/11/01,,
2769901071,介護ステーション　みらくる,06-6426-0187,06-6426-0188,661-0012,尼崎市南塚口町五丁目１５番１０号　甲東プラザ４０３号,合同会社ユーピーディケア,○,○,○,○,2021/04/01,,
2769900362,ラブリーケアステーション訪問介護事業所,06-6429-3381,06-6429-3382,661-0022,尼崎市尾浜町３－２４－１３　,新日本グループ株式会社,,,,,2010/04/01,,
2769901048,尼崎ケアステーション,06-6421-1050,06-6421-1051,661-0022,尼崎市尾浜町三丁目２４番１３号　 ,株式会社ラブリーケアステーション,○,○,○,○,2020/12/01,,
2769901188,ケアサービスあうる,06-6421-6667,06-6421-6668,661-0025,尼崎市立花町二丁目３番１０号　ロペビル３階４階,合同会社アウル,○,○,○,○,2023/01/01,,
2769901311,訪問介護事業所すこやか,06-6439-1185,06-6439-1186,661-0025,尼崎市立花町四丁目２－２１　ピースフルビル立花２階,合同会社健やか,○,○,○,○,2025/03/01,,
2769900925,社会福祉法人地域共生スペースぷりぱ,06-6433-2320,06-6433-5560,661-0033,尼崎市南武庫之荘十一丁目１番８号　 ,社会福祉法人地域共生スペースぷりぱ,○,○,,○,2017/06/01,,
2769901238,訪問介護事業所きずな　武庫之荘店,06-4950-4470,06-4950-4713,661-0033,尼崎市南武庫之荘二丁目８番１号　ルネ武庫之荘１０５号,株式会社かりゆし,○,○,○,○,2023/08/01,,
2769900081,ケアステーションちゅーりっぷ,06-6433-5300,06-6433-5305,661-0043,尼崎市武庫元町１－２７－２　,有限会社パティネット,,,,,2008/09/01,,
2769900198,ケアーズヒューマン,06-6491-0212,06-6491-0212,661-0953,尼崎市東園田町５－４１　,株式会社　ソフィア,,,,,2008/09/01,,
2769900032,ケアーズヒューマン,06-6491-0212,06-6491-0212,661-0953,尼崎市東園田町５－４１　,株式会社ソフィア,,,,,2008/09/01,,
2769911195,ルミナス訪問介護事業所,06-6430-9358,06-6430-9378,661-0953,尼崎市東園田町４丁目１５９－２　メゾンスリーエイト園田４０５号,株式会社アクロサーブ,○,○,○,○,2018/03/01,,
2769911377,ヘルパーステーション皐月,06-4981-2877,06-4981-2877,661-0953,尼崎市東園田町一丁目２１１番地の２　 ,みらい真喜合同会社,○,○,○,○,2021/10/01,,
2769900834,障碍福祉サービス事業所ｉｚ,06-6498-4183,06-4960-8711,661-0953,尼崎市東園田町九丁目３７番地の１０　 ,特定非営利活動法人まいどいんあまがさき,○,○,○,○,2016/03/01,,
2769900446,ゆいまーる,06-6498-7009,06-6498-7009,661-0961,尼崎市戸ノ内町３－３０－１２　,株式会社ゆいまーる,,,,,2010/12/01,,
2769911500,リリー,080-4491-6509, ,661-0961,尼崎市戸ノ内町二丁目４番３０号　 ,株式会社Ｌｉｌｌｙ,○,○,○,○,2025/01/01,,
2769900339,居宅介護事業所ロータス,06-6498-3211,06-6498-3656,661-0962,尼崎市額田町１２－１１　,特定非営利活動法人ロータス会,,,,,2010/02/01,,
2769911435,訪問介護事業所ヒカリ,06-6415-8276,06-6415-8277,661-0965,尼崎市次屋一丁目９番３０号　 ,株式会社Ｐ’　ＣＯＬＯＲＳ,○,○,○,○,2023/04/01,,
2769900735,サポートセンターはま風,06-6493-8778,06-6493-8778,661-0966,尼崎市西川二丁目８番１４号　浜ライフ１Ｆ,合同会社一歩,○,○,○,○,2014/01/01,,
2769901360,福祉サービスなかま,06-6435-9959,06-6435-9961,661-0974,尼崎市若王寺三丁目１４番１７号　旭ハイツ１０３号室,株式会社ベネフィット,○,○,○,○,2026/06/01,,
2769901105,ヘルパーステーションそら,06-6415-6113,06-6415-6114,661-0979,尼崎市上坂部２丁目１８－２３　 ,株式会社そら,○,○,○,○,2022/03/01,,
2769900560,ビィーエフケア,0798-20-3730,0798-20-4399,662-0058,西宮市中前田町５番４号　,有限会社ビィーフィールド,,,,,2011/09/01,,
2769900800,カリスケアセンター,0798-39-0014,0798-39-0015,662-0856,西宮市城ケ堀町二丁目２１番　コーポラス城ヶ堀６０３号室,合同会社カリス,○,○,○,○,2015/04/01,,
2769901063,てくてく,0798-42-8608,0798-42-8609,663-8003,西宮市上大市三丁目４番１８号　ベルトピア甲東園２０２号,一般社団法人愛森会,○,○,○,○,2021/01/01,,
2769901097,ルナ春風,0798-61-6651,0798-61-6652,663-8021,西宮市上之町１番３２号　 ,上月合同会社,○,○,○,○,2021/08/01,,
2769900784,ケアステーションすみれ,0798-78-5590,0798-66-8870,663-8104,西宮市天道町１４番６号　甲子園フラット１０１,株式会社マンジュリカ,○,○,○,○,2015/01/01,,
2769901352,株式会社　心踊堂,080-4200-0676,06-7635-8156,663-8113,西宮市甲子園口四丁目１番６号　ロイヤルメゾン甲子園口Ⅴ１０１号室,株式会社心踊堂,○,○,○,○,2026/04/01,,
2769901261,訪問介護れんげ,0798-41-4675,0798-41-4685,663-8136,西宮市笠屋町２１番１７号　 ,株式会社れんげ,○,○,○,○,2024/06/01,,
2769900669,福祉清心会,0798-48-0163,0798-48-0161,663-8164,西宮市甲子園六石町５－２９　,一般社団法人福祉清心会,,,,,2012/08/01,,
2769900628,ライトケア株式会社,0798-46-6511,0798-46-6512,663-8177,西宮市甲子園七番町８番３の２１８号　,ライトケア株式会社,,,,,2012/03/01,,
2769900511,ケアチームサフラン,0798-65-5282,0798-65-5153,663-8202,西宮市高松町１７－２　,有限会社サフラン,,,,,2011/07/01,,
2769901154,介護ステーションりんご,0798-61-1668,0798-61-1693,663-8215,西宮市今津水波町１１－２２　久米文化４号,株式会社Ａｓｓｏｃｉａｔｉｏｎ,○,○,○,○,2022/06/01,,
2769901329,光ケアステーション,072-768-7168,072-768-6778,664-0026,伊丹市寺本五丁目３８番１号　ファミーユ村上１０１,合同会社光里,○,○,○,○,2025/11/01,,
2769900982,介護センターシンパシー,072-747-4115,072-747-8235,664-0843,伊丹市岩屋１丁目３－３１　 ,Ｓｙｍｐａｔｈｙ株式会社,○,○,○,○,2019/11/01,,
2769911518,楽我,070-8994-3905, ,664-0881,伊丹市昆陽二丁目１６４番地の８　ペディレジデンスＢ１０２,株式会社からす,○,○,○,○,2025/06/01,,
2769900545,ヘルパーステーション・ファミリー株式会社,0797-69-0305,0797-69-0306,665-0002,宝塚市月見山２－１１－５　,ヘルパーステーション・ファミリー株式会社,,,,,2011/08/01,,
2769900388,マーレ・ケアセンター,0797-77-3206,0797-77-0029,665-0044,宝塚市末成町１９－４４　グランデマーレ２０１,株式会社社ＩＬＭＡＲＥ,○,○,○,○,2010/07/01,,
2769911146,訪問介護ステーション　ライフイズ,0798-54-3555,0798-51-9877,665-0054,宝塚市鹿塩２丁目８－１３　 ,株式会社Ｌｉｆｅ　ｉｓ,○,○,○,○,2016/07/01,,
2769901303,はあと,0797-83-0810,0797-84-8140,665-0824,宝塚市金井町２番２　 ,株式会社阿歩里,○,○,○,○,2025/02/01,,
2769901006,株式会社トータル介護サービスふたば,0797-85-7699,0797-85-7699,665-0841,宝塚市御殿山二丁目３１番１号　 ,株式会社トータル介護サービスふたば,○,○,○,○,2020/02/01,,
2769900818,ハーモニーケアステーション,0797-85-3090,0797-85-3091,665-0845,宝塚市栄町三丁目１番１７号　グリーンエクセル宝塚１０１号,有限会社ハーモニー,○,○,○,○,2015/05/01,,
2769900024,ひまわり,0797-89-3335,0797-89-3335,665-0873,宝塚市長尾町１７－４　,合同会社ひまわり,,,,,2008/09/01,,
2769901279,「ねくすと」,079-567-2600,079-506-1237,669-1334,三田市中内神４２７番地　 ,社会福祉法人光耀会,○,○,○,○,2024/07/01,,
2769900172,綾川町社会福祉協議会居宅介護事業所,087-876-4221,087-876-4756,761-2305,綾歌郡綾川町滝宮２７６　,社会福祉法人綾川町社会福祉協議会,,,,,2008/09/01,,
2769900180,ヘルパーステーションハーモニー,089-922-2992,089-922-2990,790-0843,松山市道後町２－１－６烏谷ビル１Ｆ　,有限会社ＴＯＭハーモニー,,,,,2008/09/01,,
2769900644,ハスの実ヘルパ―ステ―ションともに,0776-78-6743,0776-78-6744,910-4103,あわら市二面８７－２６－２　,社会福祉法人　ハスの実の家,,,,,2012/07/01,,
2769900222,社会福祉法人仙台福祉サービス協会青葉ヘルパーステーション,022-728-6120,022-728-6121,980-0801,仙台市青葉区木町通２－３－２２　内海ビル２階,社会福祉法人仙台福祉サービス協会,,,,,2008/09/01,,
